ID,longitude,latitude,PN,DN,WN,P,Date,Qyc,Qc,WQI,Wh1,HH,Wh2,XNM,Wh3,LL,Wh4,SL,Wh5,Wv1,PD,Wv2,WSCI,Wv3,DTR,Wv4,MDK,Wv5
X118,105.175,10.7123,An Giang,Phú Tân,Phú Hiệp,5884,11/9/2023,706,278,62,0.48,0.36,0.09,0,0.18,3.36,0.07,12,0.19,0.1,32,0.07,0.41,0.4,2398,0.25,8826,0.18
X119,105.073,10.9318,An Giang,An Phú,Khánh Bình,7258,11/9/2023,871,365,60,0.48,-2.8,0.09,0,0.18,0.2,0.07,12,0.19,0.1,71,0.07,0.23,0.4,1700,0.25,10887,0.18
X120,106.419,10.9247,Long An,Đức Hòa,Đức Lập Thượng,10727,11/9/2023,1287,270,33,0.48,-0.26,0.09,0,0.18,2.74,0.07,9,0.19,0.1,57,0.07,0.13,0.4,1390,0.25,16091,0.18
X121,105.83,10.9051,Long An,Vĩnh Hưng,Thái Bình Trung,5637,11/9/2023,676,207,39,0.48,-1.32,0.09,1,0.18,1.68,0.07,7,0.19,0.1,16,0.07,0.02,0.4,90,0.25,8456,0.18
X122,106.447,10.9107,Long An,Đức Hòa,Đức Lập Hạ,25443,11/9/2023,3053,309,38,0.48,-0.24,0.09,1,0.18,2.76,0.07,6,0.19,0.1,98,0.07,0.07,0.4,1874,0.25,38165,0.18
X123,106.358,10.896,Long An,Đức Hòa,Tân Phú,10292,11/9/2023,1235,245,31,0.48,0.36,0.09,2,0.18,3.36,0.07,6,0.19,0.1,38,0.07,0.08,0.4,819,0.25,15438,0.18
X124,106.389,10.9078,Long An,Đức Hòa,Hậu Nghĩa,18073,11/9/2023,2169,243,30,0.48,-2.8,0.09,2,0.18,0.2,0.07,6,0.19,0.1,161,0.07,0.02,0.4,281,0.25,27110,0.18
X125,106.319,10.9148,Long An,Đức Hòa,Hiệp Hòa,12851,11/9/2023,1542,280,36,0.48,-1.32,0.09,0,0.18,1.68,0.07,6,0.19,0.1,130,0.07,0.02,0.4,239,0.25,19277,0.18
X126,105.413,10.8959,Đồng Tháp,Tân Hồng,Bình Phú,9072,11/9/2023,1089,20,58,0.48,-0.24,0.09,0,0.18,2.76,0.07,6,0.19,0.1,21,0.07,0.26,0.4,2375,0.25,13608,0.18
X127,105.077,10.9034,An Giang,An Phú,Quốc Thái,14351,11/9/2023,1722,97,60,0.48,0.36,0.09,0,0.18,3.36,0.07,20,0.19,0.1,133,0.07,0.01,0.4,114,0.25,21527,0.18
X128,106.493,10.895,Long An,Đức Hòa,Mỹ Hạnh Bắc,12735,11/9/2023,1528,341,48,0.48,0.45,0.09,0,0.18,3.45,0.07,6,0.19,0.1,40,0.07,0.17,0.4,2223,0.25,19103,0.18
X129,105.152,10.8765,An Giang,Tân Châu,Phú Lộc,4676,11/9/2023,561,40,60,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,19,0.07,0.57,0.4,2677,0.25,7014,0.18
X130,105.113,10.8908,An Giang,An Phú,Phú Hữu,18524,11/9/2023,2223,15,60,0.48,-0.26,0.09,2,0.18,2.74,0.07,9,0.19,0.1,51,0.07,0.19,0.4,3450,0.25,27786,0.18
X131,106.216,10.8857,Long An,Đức Huệ,Mỹ Thạnh Tây,5865,11/9/2023,704,386,31,0.48,-1.32,0.09,0,0.18,1.68,0.07,9,0.19,0.1,12,0.07,0.79,0.4,4617,0.25,8798,0.18
X132,105.173,10.8952,An Giang,Tân Châu,Vĩnh Xương,14790,11/9/2023,1775,4,60,0.48,0.36,0.09,0,0.18,3.36,0.07,20,0.19,0.1,106,0.07,0.02,0.4,245,0.25,22185,0.18
X133,105.051,10.8973,An Giang,An Phú,Nhơn Hội,13407,11/9/2023,1609,120,60,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,104,0.07,0.21,0.4,2837,0.25,20111,0.18
X134,105.971,10.8669,Long An,Mộc Hóa,Thạnh Trị,2833,11/9/2023,340,266,40,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,9,0.07,1.98,0.4,5615,0.25,4250,0.18
X135,105.698,10.8833,Long An,Tân Hưng,Thạnh Hưng,5009,11/9/2023,601,241,41,0.48,-0.26,0.09,2,0.18,2.74,0.07,13,0.19,0.1,9,0.07,0.98,0.4,4910,0.25,7514,0.18
X136,106.295,10.8975,Long An,Đức Huệ,Đông Thành,7517,11/9/2023,902,343,40,0.48,-0.24,0.09,0,0.18,2.76,0.07,9,0.19,0.1,92,0.07,0.06,0.4,461,0.25,11276,0.18
X137,105.219,10.8791,Đồng Tháp,Hồng Ngự,Thường Phước 1,16559,11/9/2023,1987,4,60,0.48,0.36,0.09,4,0.18,3.36,0.07,25,0.19,0.1,48,0.07,0.06,0.4,1064,0.25,24839,0.18
X138,106.447,10.8657,Long An,Đức Hòa,Đức Hòa Thượng,19541,11/9/2023,2345,354,38,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,88,0.07,0.15,0.4,2911,0.25,29312,0.18
X139,105.502,10.8706,Đồng Tháp,Tân Hồng,Tân Thành B,5761,11/9/2023,691,21,56,0.48,-2.8,0.09,0,0.18,0.2,0.07,11,0.19,0.1,18,0.07,0.32,0.4,1820,0.25,8642,0.18
X140,105.386,10.8424,Đồng Tháp,Hồng Ngự,Bình Thạnh,9679,11/9/2023,1161,20,58,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,20,0.07,0.09,0.4,840,0.25,14519,0.18
X141,105.771,10.852,Long An,Vĩnh Hưng,Vĩnh Thuận,4880,11/9/2023,586,176,38,0.48,-0.24,0.09,0,0.18,2.76,0.07,25,0.19,0.1,14,0.07,0.15,0.4,736,0.25,7320,0.18
X142,105.273,10.8759,Đồng Tháp,Hồng Ngự,Thường Thới Hậu A,6709,11/9/2023,805,20,60,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,50,0.07,0.83,0.4,5579,0.25,10064,0.18
X143,105.625,10.862,Long An,Tân Hưng,Hưng Thạnh,3675,11/9/2023,441,199,45,0.48,0.45,0.09,4,0.18,3.45,0.07,7,0.19,0.1,10,0.07,0.32,0.4,1182,0.25,5513,0.18
X144,106.373,10.8571,Long An,Đức Hòa,Hòa Khánh Tây,11101,11/9/2023,1332,278,33,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,39,0.07,0.11,0.4,1182,0.25,16652,0.18
X145,105.458,10.8706,Đồng Tháp,Tân Hồng,Sa Rài,9065,11/9/2023,1088,9,57,0.48,-0.24,0.09,8,0.18,2.76,0.07,11,0.19,0.1,123,0.07,0.04,0.4,359,0.25,13598,0.18
X146,106.422,10.8499,Long An,Đức Hòa,Hòa Khánh Đông,12111,11/9/2023,1453,345,34,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,78,0.07,0.05,0.4,595,0.25,18167,0.18
X147,105.079,10.8601,An Giang,An Phú,Phước Hưng,10957,11/9/2023,1315,66,60,0.48,0.24,0.09,0,0.18,3.24,0.07,11,0.19,0.1,72,0.07,0.01,0.4,64,0.25,16436,0.18
X148,105.059,10.8388,An Giang,An Phú,Phú Hội,13372,11/9/2023,1605,11,61,0.48,-0.24,0.09,0,0.18,2.76,0.07,13,0.19,0.1,55,0.07,0.13,0.4,1725,0.25,20058,0.18
X149,105.565,10.8342,Đồng Tháp,Tân Hồng,Tân Phước,10062,11/9/2023,1207,71,52,0.48,0.36,0.09,0,0.18,3.36,0.07,17,0.19,0.1,24,0.07,0.11,0.4,1061,0.25,15093,0.18
X150,106.49,10.8661,Long An,Đức Hòa,Mỹ Hạnh Nam,15384,11/9/2023,1846,353,45,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,88,0.07,0.01,0.4,81,0.25,23076,0.18
X151,105.35,10.8462,Đồng Tháp,Hồng Ngự,Tân Hội,6914,11/9/2023,830,20,58,0.48,-1.32,0.09,0,0.18,1.68,0.07,11,0.19,0.1,62,0.07,0.24,0.4,1625,0.25,10371,0.18
X152,105.314,10.8588,Đồng Tháp,Hồng Ngự,Thường Thới Hậu A,6709,11/9/2023,805,20,59,0.48,-0.24,0.09,0,0.18,2.76,0.07,9,0.19,0.1,47,0.07,0.46,0.4,3081,0.25,10064,0.18
X153,105.458,10.8423,Đồng Tháp,Tân Hồng,Tân Công Chí,8471,11/9/2023,1017,20,57,0.48,0.36,0.09,2,0.18,3.36,0.07,9,0.19,0.1,16,0.07,0.32,0.4,2730,0.25,12707,0.18
X154,106.225,10.8432,Long An,Đức Huệ,Mỹ Bình,2451,11/9/2023,294,249,24,0.48,0.45,0.09,0,0.18,3.45,0.07,7,0.19,0.1,6,0.07,1.03,0.4,2536,0.25,3677,0.18
X155,105.19,10.8497,An Giang,Tân Châu,Vĩnh Hòa,10535,11/9/2023,1264,2,60,0.48,-2.8,0.09,0,0.18,0.2,0.07,9,0.19,0.1,54,0.07,0.09,0.4,965,0.25,15803,0.18
X156,105.935,10.8229,Long An,Mộc Hóa,Bình Hiệp,7686,11/9/2023,922,248,41,0.48,-0.26,0.09,3,0.18,2.74,0.07,3,0.19,0.1,24,0.07,0.11,0.4,823,0.25,11529,0.18
X157,106.309,10.836,Long An,Đức Huệ,Bình Hòa Bắc,9765,11/9/2023,1172,199,27,0.48,-1.32,0.09,0,0.18,1.68,0.07,11,0.19,0.1,27,0.07,0.17,0.4,1684,0.25,14648,0.18
X158,105.234,10.8361,Đồng Tháp,Hồng Ngự,Thường Phước 2,7737,11/9/2023,928,20,60,0.48,0.36,0.09,1,0.18,3.36,0.07,13,0.19,0.1,49,0.07,0.09,0.4,669,0.25,11606,0.18
X159,105.851,10.8021,Long An,Vĩnh Hưng,Tuyên Bình,5229,11/9/2023,627,191,41,0.48,0.45,0.09,2,0.18,3.45,0.07,9,0.19,0.1,11,0.07,1.12,0.4,5866,0.25,7844,0.18
X160,106.145,10.7792,Long An,Thanh Hóa,Tân Hiệp,4071,11/9/2023,489,606,25,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,9,0.07,0.03,0.4,132,0.25,6107,0.18
X161,105.982,10.8147,Long An,Mộc Hóa,Bình Hòa Tây,4782,11/9/2023,574,253,40,0.48,-0.26,0.09,4,0.18,2.74,0.07,11,0.19,0.1,11,0.07,0.25,0.4,1218,0.25,7173,0.18
X162,106.399,10.8377,Long An,Đức Hòa,Hòa Khánh Nam,9123,11/9/2023,1095,304,34,0.48,-0.24,0.09,0,0.18,2.76,0.07,11,0.19,0.1,57,0.07,0.21,0.4,1937,0.25,13685,0.18
X163,105.82,10.8133,Long An,Vĩnh Hưng,Tuyên Bình Tây,4941,11/9/2023,593,211,40,0.48,0.36,0.09,16,0.18,3.36,0.07,13,0.19,0.1,12,0.07,1.08,0.4,5315,0.25,7412,0.18
X164,106.495,10.8293,Long An,Đức Hòa,Đức Hòa Đông,16826,11/9/2023,2019,360,46,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,66,0.07,0.17,0.4,2782,0.25,25239,0.18
X165,105.316,10.8322,Đồng Tháp,Hồng Ngự,Thường Lạc,9879,11/9/2023,1185,20,59,0.48,-2.8,0.09,0,0.18,0.2,0.07,11,0.19,0.1,62,0.07,0.02,0.4,159,0.25,14819,0.18
X166,105.662,10.837,Long An,Tân Hưng,Tân Hưng,7787,11/9/2023,934,334,44,0.48,-0.26,0.09,2,0.18,2.74,0.07,12,0.19,0.1,142,0.07,0.06,0.4,438,0.25,11681,0.18
X167,106.264,10.8105,Long An,Đức Huệ,Bình Thành,3409,11/9/2023,409,177,13,0.48,-0.24,0.09,0,0.18,2.76,0.07,11,0.19,0.1,13,0.07,0.41,0.4,1402,0.25,5114,0.18
X168,105.646,10.8061,Long An,Tân Hưng,Vĩnh Châu B,4794,11/9/2023,575,248,46,0.48,-2.8,0.09,4,0.18,0.2,0.07,17,0.19,0.1,15,0.07,0.49,0.4,2332,0.25,7191,0.18
X169,106.473,10.7966,Long An,Đức Hòa,Đức Hòa Hạ,22813,11/9/2023,2738,362,39,0.48,0.45,0.09,4,0.18,3.45,0.07,15,0.19,0.1,100,0.07,0.07,0.4,1518,0.25,34220,0.18
X170,106.433,10.7901,Long An,Đức Hòa,Hựu Thạnh,11710,11/9/2023,1405,474,40,0.48,-2.8,0.09,0,0.18,0.2,0.07,15,0.19,0.1,36,0.07,0.01,0.4,108,0.25,17565,0.18
X171,105.092,10.7943,An Giang,An Phú,Ân Phú,8067,11/9/2023,968,2,62,0.48,-0.24,0.09,0,0.18,2.76,0.07,9,0.19,0.1,98,0.07,0.02,0.4,134,0.25,12101,0.18
X172,105.478,10.8055,Đồng Tháp,Tân Hồng,An Phước,5336,11/9/2023,640,20,57,0.48,0.45,0.09,0,0.18,3.45,0.07,7,0.19,0.1,23,0.07,0.05,0.4,292,0.25,8004,0.18
X173,105.635,10.7784,Đồng Tháp,Tam Nông,Hòa Bình,4799,11/9/2023,576,18,51,0.48,0.24,0.09,0,0.18,3.24,0.07,13,0.19,0.1,16,0.07,0.15,0.4,741,0.25,7199,0.18
X174,105.296,10.8009,Đồng Tháp,Hồng Ngự,Long Khánh A,13661,11/9/2023,1639,20,60,0.48,1.25,0.09,0,0.18,4.25,0.07,15,0.19,0.1,70,0.07,0.23,0.4,3086,0.25,20492,0.18
X175,105.328,10.7938,Đồng Tháp,Hồng Ngự,Long Khánh B,9224,11/9/2023,1107,20,59,0.48,0.36,0.09,2,0.18,3.36,0.07,15,0.19,0.1,99,0.07,0.2,0.4,1803,0.25,13836,0.18
X176,106.226,10.7921,Long An,Đức Huệ,Bình Hòa Hưng,2591,11/9/2023,311,198,13,0.48,-0.2,0.09,0,0.18,2.8,0.07,12,0.19,0.1,9,0.07,0.93,0.4,2400,0.25,3887,0.18
X177,105.893,10.7761,Long An,Mộc Hóa,Tuyên Thạnh,6704,11/9/2023,804,175,42,0.48,-0.15,0.09,0,0.18,2.85,0.07,9,0.19,0.1,17,0.07,0.56,0.4,3750,0.25,10056,0.18
X178,105.595,10.7472,Đồng Tháp,Tam Nông,Tân Công Sính,5821,11/9/2023,699,8,54,0.48,0.15,0.09,0,0.18,3.15,0.07,13,0.19,0.1,7,0.07,0.45,0.4,2635,0.25,8732,0.18
X179,105.194,10.7884,An Giang,Tân Châu,Long An,11011,11/9/2023,1321,20,61,0.48,0.35,0.09,0,0.18,3.35,0.07,11,0.19,0.1,69,0.07,0.21,0.4,2357,0.25,16517,0.18
X180,105.116,10.7793,An Giang,An Phú,Vĩnh Trường,14266,11/9/2023,1712,9,62,0.48,0.25,0.09,0,0.18,3.25,0.07,11,0.19,0.1,114,0.07,0.11,0.4,1554,0.25,21399,0.18
X181,105.42,10.7956,Đồng Tháp,Hồng Ngự,An Bình B,5209,11/9/2023,625,20,58,0.48,0.75,0.09,0,0.18,3.75,0.07,15,0.19,0.1,27,0.07,0.3,0.4,1569,0.25,7814,0.18
X182,105.514,10.7713,Đồng Tháp,Tam Nông,Phú Hiệp,7548,11/9/2023,906,20,57,0.48,1.25,0.09,0,0.18,4.25,0.07,7,0.19,0.1,15,0.07,0.21,0.4,1595,0.25,11322,0.18
X183,105.371,10.7833,Đồng Tháp,Hồng Ngự,An Bình A,12396,11/9/2023,1488,20,59,0.48,0.36,0.09,0,0.18,3.36,0.07,13,0.19,0.1,40,0.07,0.14,0.4,1729,0.25,18594,0.18
X184,105.078,10.7844,An Giang,An Phú,Vĩnh Hội Đông,13519,11/9/2023,1622,0,62,0.48,0.25,0.09,0,0.18,3.25,0.07,11,0.19,0.1,168,0.07,0.12,0.4,1664,0.25,20279,0.18
X185,105.239,10.7946,An Giang,Tân Châu,Tân Châu,7805,11/9/2023,937,20,61,0.48,0.75,0.09,1,0.18,3.75,0.07,11,0.19,0.1,138,0.07,0,0.4,14,0.25,11708,0.18
X186,105.99,10.7584,Long An,Mộc Hóa,Bình Hòa Trung,4363,11/9/2023,524,292,39,0.48,1.25,0.09,0,0.18,4.25,0.07,9,0.19,0.1,12,0.07,0.76,0.4,3314,0.25,6545,0.18
X187,105.249,10.7689,An Giang,Phú Tân,Long Sơn,10569,11/9/2023,1268,20,61,0.48,-0.2,0.09,0,0.18,2.8,0.07,11,0.19,0.1,78,0.07,0.07,0.4,741,0.25,15854,0.18
X188,105.787,10.7517,Long An,Tân Hưng,Vĩnh Đại,4841,11/9/2023,581,155,44,0.48,-0.15,0.09,0,0.18,2.85,0.07,13,0.19,0.1,14,0.07,0.22,0.4,1065,0.25,7262,0.18
X189,105.294,10.7735,Đồng Tháp,Hồng Ngự,Long Thuận,14436,11/9/2023,1732,20,60,0.48,-1.5,0.09,0,0.18,1.5,0.07,13,0.19,0.1,69,0.07,0.1,0.4,1497,0.25,21654,0.18
X190,106.033,10.7599,Long An,Mộc Hóa,Bình Hòa Đông,4708,11/9/2023,565,245,37,0.48,-2.8,0.09,4,0.18,0.2,0.07,11,0.19,0.1,14,0.07,0.7,0.4,3295,0.25,7062,0.18
X191,106.381,10.7582,Long An,Bến Lức,Thạnh Lợi,6361,11/9/2023,763,261,38,0.48,-0.26,0.09,2,0.18,2.74,0.07,15,0.19,0.1,13,0.07,0.02,0.4,131,0.25,9542,0.18
X192,106.204,10.7475,Long An,Thanh Hóa,Thuận Bình,2954,11/9/2023,354,157,21,0.48,-1.32,0.09,0,0.18,1.68,0.07,13,0.19,0.1,5,0.07,1.4,0.4,4141,0.25,4431,0.18
X193,105.548,10.7391,Đồng Tháp,Tam Nông,Phú Đức,6967,11/9/2023,836,20,57,0.48,-0.24,0.09,0,0.18,2.76,0.07,9,0.19,0.1,14,0.07,0.42,0.4,2901,0.25,10451,0.18
X194,105.221,10.7757,An Giang,Tân Châu,Long Phú,15932,11/9/2023,1912,20,61,0.48,0.36,0.09,0,0.18,3.36,0.07,10,0.19,0.1,154,0.07,0.02,0.4,277,0.25,23898,0.18
X195,105.722,10.7424,Long An,Tân Hưng,Vĩnh Châu A,3913,11/9/2023,470,584,46,0.48,0.45,0.09,0,0.18,3.45,0.07,50,0.19,0.1,6,0.07,0.73,0.4,2873,0.25,5870,0.18
X196,105.199,10.7549,An Giang,Tân Châu,Phú Vĩnh,11922,11/9/2023,1431,70,61,0.48,-1.5,0.09,1,0.18,1.5,0.07,9,0.19,0.1,67,0.07,0.04,0.4,455,0.25,17883,0.18
X197,106.081,10.7422,Long An,Mộc Hóa,Bình Phong Thạnh,4382,11/9/2023,526,302,32,0.48,-1.32,0.09,0,0.18,1.68,0.07,13,0.19,0.1,10,0.07,1.05,0.4,4586,0.25,6573,0.18
X198,105.146,10.7472,An Giang,Tân Châu,Châu Phong,24665,11/9/2023,2960,212,62,0.48,-2.8,0.09,12,0.18,0.2,0.07,7,0.19,0.1,139,0.07,0.08,0.4,2050,0.25,36998,0.18
X199,106.437,10.7517,Long An,Bến Lức,Lương Bình,8066,11/9/2023,968,455,38,0.48,-2.8,0.09,2,0.18,0.2,0.07,17,0.19,0.1,47,0.07,0.02,0.4,145,0.25,12099,0.18
X200,105.945,10.7525,Long An,Mộc Hóa,Mộc Hóa,9704,11/9/2023,1164,256,41,0.48,-1.5,0.09,0,0.18,1.5,0.07,15,0.19,0.1,53,0.07,0.11,0.4,1025,0.25,14556,0.18
X201,105.348,10.7371,Đồng Tháp,Hồng Ngự,Phú Thuận B,14160,11/9/2023,1699,20,59,0.48,-1.5,0.09,3,0.18,1.5,0.07,9,0.19,0.1,61,0.07,0.14,0.4,1957,0.25,21240,0.18
X202,106.271,10.7166,Long An,Thủ Thừa,Long Thạnh,4771,11/9/2023,573,159,26,0.48,-0.26,0.09,0,0.18,2.74,0.07,11,0.19,0.1,6,0.07,0.67,0.4,3220,0.25,7157,0.18
X203,105.115,10.7454,An Giang,An Phú,Đa Phước,19665,11/9/2023,2360,110,63,0.48,-1.5,0.09,2,0.18,1.5,0.07,11,0.19,0.1,125,0.07,0.05,0.4,1042,0.25,29498,0.18
X204,105.865,10.7272,Long An,Mộc Hóa,Thạnh Hưng,5009,11/9/2023,601,175,41,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,7,0.07,0.1,0.4,501,0.25,7514,0.18
X205,105.28,10.7553,An Giang,Phú Tân,Long Hòa,9370,11/9/2023,1124,20,61,0.48,-0.26,0.09,0,0.18,2.74,0.07,7,0.19,0.1,111,0.07,0.06,0.4,602,0.25,14055,0.18
X206,105.173,10.7376,An Giang,Tân Châu,Lê Chánh,8885,11/9/2023,1066,226,62,0.48,0.36,0.09,2,0.18,3.36,0.07,9,0.19,0.1,53,0.07,0,0.4,10,0.25,13328,0.18
X207,106.098,10.6928,Long An,Thanh Hóa,Thạnh Phước,7878,11/9/2023,945,201,35,0.48,0.45,0.09,0,0.18,3.45,0.07,11,0.19,0.1,10,0.07,0.87,0.4,6822,0.25,11817,0.18
X208,105.308,10.7336,Đồng Tháp,Hồng Ngự,Phú Thuận A,13278,11/9/2023,1593,20,60,0.48,-2.8,0.09,0,0.18,0.2,0.07,11,0.19,0.1,67,0.07,0.15,0.4,1953,0.25,19917,0.18
X209,105.702,10.6992,Đồng Tháp,Tháp Mười,Thạnh Lợi,4551,11/9/2023,546,73,49,0.48,-1.32,0.09,8,0.18,1.68,0.07,28,0.19,0.1,7,0.07,0.46,0.4,2083,0.25,6827,0.18
X210,106.404,10.7152,Long An,Bến Lức,Thạnh Hòa,6420,11/9/2023,770,848,32,0.48,-2.8,0.09,0,0.18,0.2,0.07,15,0.19,0.1,21,0.07,0.25,0.4,1575,0.25,9630,0.18
X211,105.619,10.6889,Đồng Tháp,Tam Nông,Phú Cường,9974,11/9/2023,1197,20,56,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,18,0.07,0.22,0.4,2150,0.25,14961,0.18
X212,105.402,10.7177,Đồng Tháp,Tam Nông,An Long,13282,11/9/2023,1594,20,58,0.48,0.45,0.09,12,0.18,3.45,0.07,9,0.19,0.1,74,0.07,0.2,0.4,2679,0.25,19923,0.18
X213,106.449,10.704,Long An,Bến Lức,Lương Hòa,16567,11/9/2023,1988,454,33,0.48,-2.8,0.09,2,0.18,0.2,0.07,13,0.19,0.1,52,0.07,0.04,0.4,599,0.25,24851,0.18
X214,105.97,10.6981,Long An,Mộc Hóa,Tân Lập,5420,11/9/2023,650,430,40,0.48,-0.26,0.09,0,0.18,2.74,0.07,11,0.19,0.1,10,0.07,0.06,0.4,332,0.25,8130,0.18
X215,105.325,10.7001,An Giang,Phú Tân,Chợ Vàm,16657,11/9/2023,1999,20,60,0.48,-1.32,0.09,0,0.18,1.68,0.07,7,0.19,0.1,98,0.07,0.08,0.4,1390,0.25,24986,0.18
X216,105.424,10.6318,Đồng Tháp,Thanh Bình,An Phong,13824,11/9/2023,1659,20,58,0.48,0.45,0.09,0,0.18,3.45,0.07,13,0.19,0.1,36,0.07,0.09,0.4,1239,0.25,20736,0.18
X217,105.813,10.5762,Đồng Tháp,Tháp Mười,Mỹ Hòa,10337,11/9/2023,1240,20,48,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,27,0.07,0.08,0.4,828,0.25,15506,0.18
X218,105.351,10.5926,An Giang,Phú Tân,Phú Mỹ,21193,11/9/2023,2543,20,59,0.48,-1.32,0.09,0,0.18,1.68,0.07,7,0.19,0.1,269,0.07,0,0.4,96,0.25,31790,0.18
X219,105.939,10.5688,Long An,Tân Thành,Tân Ninh,7326,11/9/2023,879,159,43,0.48,-0.24,0.09,0,0.18,2.76,0.07,23,0.19,0.1,26,0.07,0.1,0.4,763,0.25,10989,0.18
X220,105.753,10.5471,Đồng Tháp,Tháp Mười,Mỹ Quý,14890,11/9/2023,1787,20,52,0.48,0.36,0.09,0,0.18,3.36,0.07,15,0.19,0.1,23,0.07,0.12,0.4,1840,0.25,22335,0.18
X221,104.903,10.4877,An Giang,Tri Tôn,Ba Chúc,16342,11/9/2023,1961,19,54,0.48,-2.8,0.09,0,0.18,0.2,0.07,10,0.19,0.1,87,0.07,0,0.4,52,0.25,24513,0.18
X222,104.756,10.4455,Kiên Giang,Hà Tiên,Vĩnh Phú,7929,11/9/2023,951,5,61,0.48,-0.26,0.09,0,0.18,2.74,0.07,8,0.19,0.1,7,0.07,0.79,0.4,6259,0.25,11894,0.18
X223,105.63,10.2359,Đồng Tháp,Lai Vung,Vĩnh Thới,15476,11/9/2023,1857,6,58,0.48,-1.32,0.09,0,0.18,1.68,0.07,15,0.19,0.1,80,0.07,0.11,0.4,1762,0.25,23214,0.18
X224,105.874,10.2539,Đồng Tháp,Châu Thành,Cái Tàu Hạ,10900,11/9/2023,1308,20,61,0.48,-0.24,0.09,0,0.18,2.76,0.07,50,0.19,0.1,236,0.07,0.07,0.4,760,0.25,16350,0.18
X225,105.132,10.2756,An Giang,Thoại Sơn,Vọng Thê,6265,11/9/2023,752,559,51,0.48,0.36,0.09,13,0.18,3.36,0.07,17,0.19,0.1,23,0.07,0.14,0.4,877,0.25,9398,0.18
X226,106.389,10.2423,Bến Tre,Bến Tre,8,7499,11/9/2023,900,1250,55,0.48,-2.8,0.09,13,0.18,0.2,0.07,13,0.19,0.1,343,0.07,0.02,0.4,145,0.25,11249,0.18
X227,106.246,10.2316,Bến Tre,Chợ Lách,Phú Sơn,7182,11/9/2023,862,1011,55,0.48,-1.32,0.09,15,0.18,1.68,0.07,13,0.19,0.1,36,0.07,0.55,0.4,3976,0.25,10773,0.18
X228,106.489,10.7137,Long An,Bến Lức,Tân Hòa,7960,11/9/2023,955,277,35,0.48,-0.24,0.09,13,0.18,2.76,0.07,15,0.19,0.1,53,0.07,0.47,0.4,3764,0.25,11940,0.18
X229,106.198,10.6931,Long An,Thanh Hóa,Thuận Nghĩa Hòa,7079,11/9/2023,849,237,30,0.48,0.36,0.09,13,0.18,3.36,0.07,13,0.19,0.1,19,0.07,0.06,0.4,405,0.25,10619,0.18
X230,106.149,10.6921,Long An,Thanh Hóa,Thạnh Phú,4610,11/9/2023,553,308,30,0.48,0.45,0.09,13,0.18,3.45,0.07,13,0.19,0.1,15,0.07,1.03,0.4,4746,0.25,6915,0.18
X231,105.904,10.6923,Long An,Tân Thành,Bắc Hòa,4263,11/9/2023,512,385,40,0.48,-2.8,0.09,9,0.18,0.2,0.07,13,0.19,0.1,14,0.07,0.57,0.4,2451,0.25,6395,0.18
X232,105.401,10.6881,Đồng Tháp,Tam Nông,Phú Ninh,7119,11/9/2023,854,20,59,0.48,-0.26,0.09,11,0.18,2.74,0.07,9,0.19,0.1,47,0.07,0.08,0.4,579,0.25,10679,0.18
X233,105.494,10.6855,Đồng Tháp,Tam Nông,Phú Thọ,10141,11/9/2023,1217,20,58,0.48,-1.32,0.09,50,0.18,1.68,0.07,11,0.19,0.1,16,0.07,0.07,0.4,660,0.25,15212,0.18
X234,105.789,10.6937,Long An,Tân Hưng,Vĩnh Đại,4841,11/9/2023,581,374,45,0.48,0.36,0.09,10,0.18,3.36,0.07,50,0.19,0.1,12,0.07,0.83,0.4,3996,0.25,7262,0.18
X235,106.521,10.689,Long An,Bến Lức,Tân Bửu,9279,11/9/2023,1113,205,37,0.48,0.45,0.09,0,0.18,3.45,0.07,15,0.19,0.1,51,0.07,0.19,0.4,1742,0.25,13919,0.18
X236,105.286,10.6942,An Giang,Phú Tân,Phú Thạnh,14124,11/9/2023,1695,20,61,0.48,-2.8,0.09,0,0.18,0.2,0.07,7,0.19,0.1,52,0.07,0.17,0.4,2340,0.25,21186,0.18
X237,105.102,10.7048,An Giang,Chau Doc,Châu Phú A,26903,11/9/2023,3228,55,63,0.48,-0.26,0.09,0,0.18,2.74,0.07,0,0.19,0.1,512,0.07,0.01,0.4,355,0.25,40355,0.18
